Amplitude Correction
"Log Periodic Antenna (200 MHz to 2 GHz)"
""
,
,01
Frequency Unit,MHz
Antenna Unit,dBuV/m
Frequency Interpolation,Linear
DATA
200.000000,0.00
200.000000,10.80
225.000000,11.60
250.000000,12.30
275.000000,13.30
300.000000,14.90
325.000000,15.10
350.000000,15.30
375.000000,15.70
400.000000,16.20
425.000000,16.70
450.000000,17.40
475.000000,18.30
500.000000,18.50
525.000000,18.80
550.000000,19.30
575.000000,19.40
600.000000,20.00
625.000000,20.80
650.000000,21.40
675.000000,21.90
700.000000,22.30
725.000000,22.10
750.000000,21.90
775.000000,22.40
800.000000,23.20
825.000000,23.70
850.000000,24.00
875.000000,24.80
900.000000,25.50
925.000000,25.70
950.000000,25.60
975.000000,25.20
1000.00000,25.10
1050.00000,25.50
1100.00000,25.50
1150.00000,26.40
1200.00000,26.20
1250.00000,26.50
1300.00000,26.90
1350.00000,27.90
1400.00000,27.60
1450.00000,27.20
1500.00000,28.20
1550.00000,29.20
1600.00000,29.00
1650.00000,28.50
1700.00000,28.60
1750.00000,30.10
1800.00000,29.90
1850.00000,29.60
1900.00000,29.60
1950.00000,29.90
2000.00000,30.90
2000.00000,0.00
