Amplitude Correction
"83020A Amplifier (1 GHz to 26.5 GHz)"
""
,
,01
Frequency Unit,GHz
Antenna Unit,None
Frequency Interpolation,Linear
DATA
1.0000000,0.00
1.0000000,-34.00
1.6400000,-39.00
2.2800000,-39.80
3.5500000,-38.80
4.8300000,-37.50
6.1000000,-38.40
7.3800000,-39.20
8.6500000,-40.10
9.9300000,-41.00
11.200000,-41.00
12.480000,-40.80
13.750000,-40.40
15.030000,-40.70
16.300000,-41.30
17.580000,-41.00
18.850000,-40.30
20.120000,-40.30
21.400000,-41.90
21.750000,-43.20
22.680000,-44.00
23.950000,-43.20
24.590000,-40.00
25.230000,-39.30
25.860000,-40.00
26.500000,-42.30
26.500000,0.00
