Amplitude Correction
"Double Ridged Horn Antenna (1 GHz to 18 GHz)"
""
,
,01
Frequency Unit,MHz
Antenna Unit,dBuV/m
Frequency Interpolation,Linear
DATA
1000.000000,0.00
1000.000000,24.40
1500.000000,25.70
2000.000000,28.40
2500.000000,29.40
3000.000000,31.00
3500.000000,32.20
4000.000000,33.80
4500.000000,33.00
5000.000000,34.70
5500.000000,35.40
6000.000000,35.40
6500.000000,35.70
7000.000000,36.50
7500.000000,37.80
8000.000000,38.00
8500.000000,38.10
9000.000000,38.40
9500.000000,38.40
10000.00000,38.50
10500.00000,38.60
11000.00000,39.00
11500.00000,39.30
12000.00000,39.40
12500.00000,39.00
13000.00000,39.90
13500.00000,41.30
14000.00000,41.40
14500.00000,41.30
15000.00000,39.90
15500.00000,37.50
16000.00000,38.20
16500.00000,39.80
17000.00000,41.70
17500.00000,44.60
18000.00000,46.90
18000.00000,0.00
